法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行
府省令,平成二十六年内閣府令第四十四号,子ども・子育て支援法施行規則,こどもこそだてしえんほうしこうきそく,,平成二十六年六月九日,児童福祉法施行規則及び子ども・子育て支援法施行規則の一部を改正する内閣府令,令和八年内閣府令第二十九号,令和八年三月三十一日,令和八年四月一日,,426M60000002044,https://laws.e-gov.go.jp/law/426M60000002044/20260401_508M60000002029,
府省令,平成二十六年内閣府令第四十四号,子ども・子育て支援法施行規則,こどもこそだてしえんほうしこうきそく,,平成二十六年六月九日,子ども・子育て支援法施行規則の一部を改正する内閣府令,令和八年内閣府令第五十四号,令和八年五月二十九日,令和八年十月一日,,426M60000002044,https://laws.e-gov.go.jp/law/426M60000002044/20261001_508M60000002054,○
府省令,平成二十六年総務省令第十七号,地方公共団体情報システム機構法施行規則,ちほうこうきょうだんたいじょうほうしすてむきこうほうしこうきそく,,平成二十六年三月二十五日,,,平成二十六年三月二十五日,平成二十六年三月二十五日,,426M60000008017,https://laws.e-gov.go.jp/law/426M60000008017/20140325_000000000000000,
府省令,平成二十六年総務省令第二十三号,特定駐車場における必要とされる防火安全性能を有する消防の用に供する設備等に関する省令,とくていちゅうしゃじょうにおけるひつようとされるぼうかあんぜんせいのうをゆうするしょうぼうのようにきょうするせつびとうにかんするしょうれい,,平成二十六年三月二十七日,,,平成二十六年三月二十七日,平成二十六年三月二十七日,,426M60000008023,https://laws.e-gov.go.jp/law/426M60000008023/20140327_000000000000000,
府省令,平成二十六年総務省令第八十五号,行政手続における特定の個人を識別するための番号の利用等に関する法律に規定する個人番号、個人番号カード、特定個人情報の提供等に関する命令,ぎょうせいてつづきにおけるとくていのこじんをしきべつするためのばんごうのりようとうにかんするほうりつにきていするこじんばんごうこじんばんごうかーどとくていこじんじょうほうのていきょうとうにかんするめいれい,"行政手続における特定の個人を識別するための番号の利用等に関する法律の規定による通知カード及び個人番号カード並びに情報提供ネットワークシステムによる特定個人情報の提供等に関する省令,行政手続における特定の個人を識別するための番号の利用等に関する法律に規定する個人番号、個人番号カード、特定個人情報の提供等に関する省令",平成二十六年十一月二十日,行政手続における特定の個人を識別するための番号の利用等に関する法律施行規則等の一部を改正する命令,令和八年デジタル庁・総務省令第十一号,令和八年三月二十七日,令和八年六月十四日,,426M60000008085,https://laws.e-gov.go.jp/law/426M60000008085/20260614_508M60004008011,
府省令,平成二十六年内閣官房・総務省令第一号,消防団を中核とした地域防災力の充実強化に関する法律第十条第一項の規定による国家公務員の消防団員との兼職等に関する規則,しょうぼうだんをちゅうかくとしたちいきぼうさいりょくのじゅうじつきょうかにかんするほうりつだいじゅうじょうだいいっこうのきていによるこっかこうむいんのしょうぼうだんいんとのけんしょくとうにかんするきそく,,平成二十六年六月十一日,消防団を中核とした地域防災力の充実強化に関する法律第十条第一項の規定による国家公務員の消防団員との兼職等に関する規則の一部を改正する命令,令和二年内閣官房・総務省令第一号,令和二年十二月二十五日,令和二年十二月二十五日,,426M60000009001,https://laws.e-gov.go.jp/law/426M60000009001/20201225_502M60000009001,
府省令,平成二十六年内閣府・総務省令第三号,行政手続における特定の個人を識別するための番号の利用等に関する法律施行規則,ぎょうせいてつづきにおけるとくていのこじんをしきべつするためのばんごうのりようとうにかんするほうりつせこうきそく,,平成二十六年七月四日,行政手続における特定の個人を識別するための番号の利用等に関する法律施行規則等の一部を改正する命令,令和八年デジタル庁・総務省令第十一号,令和八年三月二十七日,令和八年六月十四日,,426M6000000A003,https://laws.e-gov.go.jp/law/426M6000000A003/20260614_508M60004008011,
府省令,平成二十六年内閣府・総務省令第五号,行政手続における特定の個人を識別するための番号の利用等に関する法律別表の主務省令で定める事務を定める命令,ぎょうせいてつづきにおけるとくていのこじんをしきべつするためのばんごうのりようとうにかんするほうりつべっぴょうのしゅむしょうれいでさだめるじむをさだめるめいれい,行政手続における特定の個人を識別するための番号の利用等に関する法律別表第一の主務省令で定める事務を定める命令,平成二十六年九月十日,行政手続における特定の個人を識別するための番号の利用等に関する法律別表の主務省令で定める事務を定める命令及び行政手続における特定の個人を識別するための番号の利用等に関する法律第十九条第八号に基づく利用特定個人情報の提供に関する命令の一部を改正する命令,令和七年デジタル庁・総務省令第十一号,令和七年七月二十八日,令和八年六月十四日,,426M6000000A005,https://laws.e-gov.go.jp/law/426M6000000A005/20260614_507M60004008011,
府省令,平成二十六年法務省令第三十七号,出入国管理及び難民認定法別表第一の二の表の高度専門職の項の下欄の基準を定める省令,しゅつにゅうこくかんりおよびなんみんにんていほうべっぴょうだいいちのにのひょうのこうどせんもんしょくのこうのからんのきじゅんをさだめるしょうれい,,平成二十六年十二月二十六日,出入国管理及び難民認定法及び日本国との平和条約に基づき日本の国籍を離脱した者等の出入国管理に関する特例法の一部を改正する法律の施行に伴う法務省関係省令の整備等に関する省令,令和六年法務省令第三十七号,令和六年五月二十九日,令和六年六月十日,,426M60000010037,https://laws.e-gov.go.jp/law/426M60000010037/20240610_506M60000010037,
府省令,平成二十六年法務省令第三十七号,出入国管理及び難民認定法別表第一の二の表の高度専門職の項の下欄の基準を定める省令,しゅつにゅうこくかんりおよびなんみんにんていほうべっぴょうだいいちのにのひょうのこうどせんもんしょくのこうのからんのきじゅんをさだめるしょうれい,,平成二十六年十二月二十六日,出入国管理及び難民認定法及び外国人の技能実習の適正な実施及び技能実習生の保護に関する法律の一部を改正する法律の施行に伴う法務省令の整備及び経過措置に関する省令,令和七年法務省令第四十五号,令和七年九月三十日,令和九年四月一日,,426M60000010037,https://laws.e-gov.go.jp/law/426M60000010037/20270401_507M60000010045,○
府省令,平成二十六年外務省令第一号,国際的な子の奪取の民事上の側面に関する条約の実施に関する法律に基づく外務大臣に対する援助申請に関する省令,こくさいてきなこのだっしゅのみんじじょうのそくめんにかんするじょうやくのじっしにかんするほうりつにもとづくがいむだいじんにたいするえんじょしんせいにかんするしょうれい,,平成二十六年一月二十一日,国際的な子の奪取の民事上の側面に関する条約の実施に関する法律に基づく外務大臣に対する援助申請に関する省令の一部を改正する省令,令和七年外務省令第十一号,令和七年五月二十一日,令和八年四月一日,,426M60000020001,https://laws.e-gov.go.jp/law/426M60000020001/20260401_507M60000020011,
府省令,平成二十六年外務省令第二号,国際的な子の奪取の民事上の側面に関する条約の実施に関する法律第五条第三項の規定に基づき外務大臣が都道府県警察に求める措置に関する省令,こくさいてきなこのだっしゅのみんじじょうのそくめんにかんするじょうやくのじっしにかんするほうりつだいごじょうだいさんこうのきていにもとづきがいむだいじんがとどうふけんけいさつにもとめるそちにかんするしょうれい,,平成二十六年一月二十一日,,,平成二十六年一月二十一日,平成二十六年四月一日,,426M60000020002,https://laws.e-gov.go.jp/law/426M60000020002/20140401_000000000000000,
府省令,平成二十六年外務省令第八号,外務省の所管に属する不動産登記の嘱託職員を指定する省令,がいむしょうのしょかんにぞくするふどうさんとうきのしょくたくしょくいんをしていするしょうれい,,平成二十六年三月二十六日,,,平成二十六年三月二十六日,平成二十六年三月二十六日,,426M60000020008,https://laws.e-gov.go.jp/law/426M60000020008/20140326_000000000000000,
府省令,平成二十六年財務省令第二十二号,地方法人税法施行規則,ちほうほうじんぜいほうしこうきそく,,平成二十六年三月三十一日,地方法人税法施行規則の一部を改正する省令,令和八年財務省令第四十号,令和八年四月十四日,令和八年四月十四日,,426M60000040022,https://laws.e-gov.go.jp/law/426M60000040022/20260414_508M60000040040,
府省令,平成二十六年財務省令第二十二号,地方法人税法施行規則,ちほうほうじんぜいほうしこうきそく,,平成二十六年三月三十一日,地方法人税法施行規則の一部を改正する省令,令和八年財務省令第四十号,令和八年四月十四日,令和八年十二月十一日,,426M60000040022,https://laws.e-gov.go.jp/law/426M60000040022/20261211_508M60000040040,○
府省令,平成二十六年財務省令第二十二号,地方法人税法施行規則,ちほうほうじんぜいほうしこうきそく,,平成二十六年三月三十一日,国税関係法令に係る情報通信技術を活用した行政の推進等に関する省令の一部を改正する省令,令和八年財務省令第三十号,令和八年三月三十一日,令和九年九月一日,,426M60000040022,https://laws.e-gov.go.jp/law/426M60000040022/20270901_508M60000040030,○
府省令,平成二十六年財務省令第二十二号,地方法人税法施行規則,ちほうほうじんぜいほうしこうきそく,,平成二十六年三月三十一日,地方法人税法施行規則の一部を改正する省令,令和八年財務省令第四十号,令和八年四月十四日,令和十年一月一日,,426M60000040022,https://laws.e-gov.go.jp/law/426M60000040022/20280101_508M60000040040,○
府省令,平成二十六年財務省令第七十号,法人番号の指定等に関する省令,ほうじんばんごうのしていとうにかんするしょうれい,,平成二十六年八月十二日,国税通則法施行規則の一部を改正する省令,令和三年財務省令第十九号,令和三年三月三十一日,令和三年四月一日,,426M60000040070,https://laws.e-gov.go.jp/law/426M60000040070/20210401_503M60000040019,
府省令,平成二十六年財務省令第八十三号,政府契約の支払遅延防止等に関する法律に規定する情報通信の技術の利用に関する省令,せいふけいやくのしはらいちえんぼうしとうにかんするほうりつにきていするじょうほうつうしんのぎじゅつのりようにかんするしょうれい,,平成二十六年十月二十九日,証券ヲ以テスル歳入納付ニ関スル法律施行細則等の一部を改正する省令,令和二年財務省令第七十三号,令和二年十二月四日,令和二年十二月四日,,426M60000040083,https://laws.e-gov.go.jp/law/426M60000040083/20201204_502M60000040073,
府省令,平成二十六年財務省令第九十五号,経済連携協定に基づく申告原産品に係る情報の提供等に関する法律に規定する検査身分証明書の様式を定める省令,けいざいれんけいきょうていにもとづくしんこくげんさんひんにかかるじょうほうのていきょうとうにかんするほうりつにきていするけんさみぶんしょうめいしょのようしきをさだめるしょうれい,経済上の連携に関する日本国とオーストラリアとの間の協定に基づく申告原産品に係る情報の提供等に関する法律に規定する検査身分証明書の様式を定める省令,平成二十六年十二月十二日,税関職員の身分を示す証票等の書式に関する省令等の一部を改正する省令,令和元年財務省令第八号,令和元年六月二十四日,令和元年七月一日,,426M60000040095,https://laws.e-gov.go.jp/law/426M60000040095/20190701_501M60000040008,
府省令,平成二十六年厚生労働省令第五号,障害支援区分に係る市町村審査会による審査及び判定の基準等に関する命令,しょうがいしえんくぶんにかかるしちょうそんしんさかいによるしんさおよびはんていのきじゅんとうにかんするめいれい,障害支援区分に係る市町村審査会による審査及び判定の基準等に関する省令,平成二十六年一月二十三日,こども家庭庁設置法等の施行に伴う厚生労働省関係省令の整備等に関する省令,令和五年厚生労働省令第四十八号,令和五年三月三十一日,令和五年四月一日,,426M60000100005,https://laws.e-gov.go.jp/law/426M60000100005/20230401_505M60000100048,
府省令,平成二十六年厚生労働省令第二十号,公的年金制度の健全性及び信頼性の確保のための厚生年金保険法等の一部を改正する法律の施行に伴う厚生労働省関係省令の整備等及び経過措置に関する省令,こうてきねんきんせいどのけんぜんせいおよびしんらいせいのかくほのためのこうせいねんきんほけんほうとうのいちぶをかいせいするほうりつのせこうにともなうこうせいろうどうしょうかんけいしょうれいのせいびとうおよびけいかそちにかんするしょうれい,,平成二十六年三月二十四日,国民年金基金規則等の一部を改正する省令,令和八年厚生労働省令第四十八号,令和八年三月二十七日,令和八年四月一日,,426M60000100020,https://laws.e-gov.go.jp/law/426M60000100020/20260401_508M60000100048,
府省令,平成二十六年厚生労働省令第三十三号,厚生労働省関係国家戦略特別区域法施行規則,こうせいろうどうしょうかんけいこっかせんりゃくとくべつくいきほうしこうきそく,,平成二十六年三月二十八日,旅館業法施行規則及び厚生労働省関係国家戦略特別区域法施行規則の一部を改正する省令,令和五年厚生労働省令第百四十号,令和五年十一月十五日,令和五年十二月十三日,,426M60000100033,https://laws.e-gov.go.jp/law/426M60000100033/20231213_505M60000100140,
府省令,平成二十六年厚生労働省令第六十一号,家庭的保育事業等の設備及び運営に関する基準,かていてきほいくじぎょうとうのせつびおよびうんえいにかんするきじゅん,,平成二十六年四月三十日,児童福祉施設の設備及び運営に関する基準等の一部を改正する内閣府令,令和八年内閣府令第十号,令和八年三月十六日,令和八年四月一日,,426M60000100061,https://laws.e-gov.go.jp/law/426M60000100061/20260401_508M60000002010,
府省令,平成二十六年厚生労働省令第六十一号,家庭的保育事業等の設備及び運営に関する基準,かていてきほいくじぎょうとうのせつびおよびうんえいにかんするきじゅん,,平成二十六年四月三十日,学校設置者等及び民間教育保育等事業者による児童対象性暴力等の防止等のための措置に関する法律施行規則,令和七年内閣府令第百四号,令和七年十二月二十五日,令和八年十二月二十五日,,426M60000100061,https://laws.e-gov.go.jp/law/426M60000100061/20261225_507M60000002104,○
府省令,平成二十六年厚生労働省令第六十三号,放課後児童健全育成事業の設備及び運営に関する基準,ほうかごじどうけんぜんいくせいじぎょうのせつびおよびうんえいにかんするきじゅん,,平成二十六年四月三十日,児童福祉法等の一部を改正する法律の施行に伴うこども家庭庁関係内閣府令の整備等に関する内閣府令,令和七年内閣府令第八十号,令和七年九月十日,令和七年十月一日,,426M60000100063,https://laws.e-gov.go.jp/law/426M60000100063/20251001_507M60000002080,
府省令,平成二十六年厚生労働省令第七十二号,生活保護法別表第一に規定する厚生労働省令で定める情報を定める省令,せいかつほごほうべっぴょうだいいちにきていするこうせいろうどうしょうれいでさだめるじょうほうをさだめるしょうれい,,平成二十六年六月三十日,生活保護法別表第一に規定する厚生労働省令で定める情報を定める省令の一部を改正する省令,令和八年厚生労働省令第九十一号,令和八年五月十一日,令和八年五月十三日,,426M60000100072,https://laws.e-gov.go.jp/law/426M60000100072/20260513_508M60000100091,
府省令,平成二十六年厚生労働省令第八十八号,再生医療等製品の安全性に関する非臨床試験の実施の基準に関する省令,さいせいいりょうとうせいひんのあんぜんせいにかんするひりんしょうしけんのじっしのきじゅんにかんするしょうれい,,平成二十六年七月三十日,医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律等の一部を改正する法律の一部の施行に伴う厚生労働省関係省令の整備等に関する省令,令和七年厚生労働省令第百十七号,令和七年十一月二十八日,令和八年五月一日,,426M60000100088,https://laws.e-gov.go.jp/law/426M60000100088/20260501_507M60000100117,
府省令,平成二十六年厚生労働省令第八十九号,再生医療等製品の臨床試験の実施の基準に関する省令,さいせいいりょうとうせいひんのりんしょうしけんのじっしのきじゅんにかんするしょうれい,,平成二十六年七月三十日,医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律等の一部を改正する法律の一部の施行に伴う厚生労働省関係省令の整備等に関する省令,令和七年厚生労働省令第百十七号,令和七年十一月二十八日,令和八年五月一日,,426M60000100089,https://laws.e-gov.go.jp/law/426M60000100089/20260501_507M60000100117,
府省令,平成二十六年厚生労働省令第九十号,再生医療等製品の製造販売後の調査及び試験の実施の基準に関する省令,さいせいいりょうとうせいひんのせいぞうはんばいごのちょうさおよびしけんのじっしのきじゅんにかんするしょうれい,,平成二十六年七月三十日,医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律等の一部を改正する法律の一部の施行に伴う厚生労働省関係省令の整備等に関する省令,令和七年厚生労働省令第百十七号,令和七年十一月二十八日,令和八年五月一日,,426M60000100090,https://laws.e-gov.go.jp/law/426M60000100090/20260501_507M60000100117,
府省令,平成二十六年厚生労働省令第九十三号,再生医療等製品の製造管理及び品質管理の基準に関する省令,さいせいいりょうとうせいひんのせいぞうかんりおよびひんしつかんりのきじゅんにかんするしょうれい,,平成二十六年八月六日,医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律等の一部を改正する法律の一部の施行に伴う関係省令の整備等に関する省令,令和三年厚生労働省令第十五号,令和三年一月二十九日,令和三年八月一日,,426M60000100093,https://laws.e-gov.go.jp/law/426M60000100093/20210801_503M60000100015,
府省令,平成二十六年厚生労働省令第九十四号,医療機器又は体外診断用医薬品の製造管理又は品質管理に係る業務を行う体制の基準に関する省令,いりょうききまたはたいがいしんだんよういやくひんのせいぞうかんりまたはひんしつかんりにかかるぎょうむをおこなうたいせいのきじゅんにかんするしょうれい,,平成二十六年八月六日,医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律等の一部を改正する法律の一部の施行に伴う関係省令の整備等に関する省令,令和三年厚生労働省令第十五号,令和三年一月二十九日,令和三年八月一日,,426M60000100094,https://laws.e-gov.go.jp/law/426M60000100094/20210801_503M60000100015,
府省令,平成二十六年厚生労働省令第九十五号,医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律第二十三条の二の五第七項第一号に規定する医療機器又は体外診断用医薬品の区分を定める省令,いやくひん、いりょうききとうのひんしつ、ゆうこうせいおよびあんぜんせいのかくほとうにかんするほうりつだいにじゅうさんじょうのにのごだいななこうだいいちごうにきていするいりょうききまたはたいがいしんだんよういやくひんのくぶんをさだめるしょうれい,"医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律第二十三条の二の五第七項第一号に規定する医療機器又は体外診断用医薬品の区分を定める省令,医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律第二十三条の二の五第八項第一号に規定する医療機器又は体外診断用医薬品の区分を定める省令",平成二十六年八月六日,医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律等の一部を改正する法律の一部の施行に伴う厚生労働省関係省令の整備等に関する省令,令和七年厚生労働省令第百十七号,令和七年十一月二十八日,令和八年五月一日,,426M60000100095,https://laws.e-gov.go.jp/law/426M60000100095/20260501_507M60000100117,
府省令,平成二十六年厚生労働省令第百十号,再生医療等の安全性の確保等に関する法律施行規則,さいせいいりょうとうのあんぜんせいのかくほとうにかんするほうりつせこうきそく,,平成二十六年九月二十六日,医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律等の一部を改正する法律の施行に伴う関係省令の整備に関する省令,令和七年厚生労働省令第百三号,令和七年十月二十二日,令和七年十一月二十日,,426M60000100110,https://laws.e-gov.go.jp/law/426M60000100110/20251120_507M60000100103,
府省令,平成二十六年厚生労働省令第百二十一号,難病の患者に対する医療等に関する法律施行規則,なんびょうのかんじゃにたいするいりょうとうにかんするほうりつしこうきそく,,平成二十六年十一月十二日,児童福祉法施行規則等の一部を改正する省令,令和七年厚生労働省令第百十八号,令和七年十一月二十八日,令和七年十二月一日,,426M60000100121,https://laws.e-gov.go.jp/law/426M60000100121/20251201_507M60000100118,
府省令,平成二十六年厚生労働省令第百四十号,子ども・子育て支援法及び就学前の子どもに関する教育、保育等の総合的な提供の推進に関する法律の一部を改正する法律の施行に伴う関係法律の整備等に関する法律の施行に伴う経過措置に関する政令第七条第一項等に規定する事情に関する命令,こどもこそだてしえんほうおよびしゅうがくまえのこどもにかんするきょういくほいくとうのそうごうてきなていきょうのすいしんにかんするほうりつのいちぶをかいせいするほうりつのしこうにともなうかんけいほうりつのせいびとうにかんするほうりつのしこうにともなうけいかそちにかんするせいれいだいななじょうだいいっこうとうにきていするじじょうにかんするめいれい,子ども・子育て支援法及び就学前の子どもに関する教育、保育等の総合的な提供の推進に関する法律の一部を改正する法律の施行に伴う関係法律の整備等に関する法律の施行に伴う経過措置に関する政令第七条第一項等に規定する事情に関する省令,平成二十六年十二月十九日,こども家庭庁設置法等の施行に伴う厚生労働省関係省令の整備等に関する省令,令和五年厚生労働省令第四十八号,令和五年三月三十一日,令和五年四月一日,,426M60000100140,https://laws.e-gov.go.jp/law/426M60000100140/20230401_505M60000100048,
府省令,平成二十六年内閣府・厚生労働省令第三号,厚生労働省関係国家戦略特別区域法第二十六条に規定する政令等規制事業に係る省令の特例に関する措置を定める命令,こうせいろうどうしょうかんけいこっかせんりゃくとくべつくいきほうだいにじゅうろくじょうにきていするせいれいとうきせいじぎょうにかかるしょうれいのとくれいにかんするそちをさだめるめいれい,,平成二十六年三月二十八日,厚生労働省関係国家戦略特別区域法第二十六条に規定する政令等規制事業に係る省令の特例に関する措置を定める命令の一部を改正する命令,令和六年内閣府・厚生労働省令第八号,令和六年三月二十九日,令和六年三月二十九日,,426M60000102003,https://laws.e-gov.go.jp/law/426M60000102003/20240329_506M60000102008,
府省令,平成二十六年内閣府・厚生労働省令第十二号,北朝鮮当局によって拉致された被害者等の支援に関する法律第十四条に規定する情報の提供に関する命令,きたちょうせんとうきょくによってらちされたひがいしゃとうのしえんにかんするほうりつだいじゅうよんじょうにきていするじょうほうのていきょうにかんするめいれい,,平成二十六年十二月二十六日,,,平成二十六年十二月二十六日,平成二十七年一月一日,,426M60000102012,https://laws.e-gov.go.jp/law/426M60000102012/20150101_000000000000000,
府省令,平成二十六年内閣府・文部科学省・厚生労働省令第一号,幼保連携型認定こども園の学級の編制、職員、設備及び運営に関する基準,ようほれんけいがたにんていこどもえんのがっきゅうのへんせいしょくいんせつびおよびうんえいにかんするきじゅん,,平成二十六年四月三十日,幼保連携型認定こども園の学級の編制、職員、設備及び運営に関する基準及び幼保連携型認定こども園の学級の編制、職員、設備及び運営に関する基準の一部を改正する命令の一部を改正する命令,令和八年内閣府・文部科学省令第四号,令和八年三月十六日,令和八年四月一日,,426M60000182001,https://laws.e-gov.go.jp/law/426M60000182001/20260401_508M60000082004,
府省令,平成二十六年内閣府・文部科学省・厚生労働省令第一号,幼保連携型認定こども園の学級の編制、職員、設備及び運営に関する基準,ようほれんけいがたにんていこどもえんのがっきゅうのへんせいしょくいんせつびおよびうんえいにかんするきじゅん,,平成二十六年四月三十日,幼保連携型認定こども園の学級の編制、職員、設備及び運営に関する基準の一部を改正する命令,令和七年内閣府・文部科学省令第五号,令和七年十二月二十五日,令和八年十二月二十五日,,426M60000182001,https://laws.e-gov.go.jp/law/426M60000182001/20261225_507M60000082005,○
府省令,平成二十六年内閣府・文部科学省・厚生労働省令第二号,就学前の子どもに関する教育、保育等の総合的な提供の推進に関する法律施行規則,しゅうがくまえのこどもにかんするきょういくほいくとうのそうごうてきなていきょうのすいしんにかんするほうりつしこうきそく,,平成二十六年七月二日,就学前の子どもに関する教育、保育等の総合的な提供の推進に関する法律施行規則等の一部を改正する命令,令和八年内閣府・文部科学省令第二号,令和八年三月二日,令和八年四月一日,,426M60000182002,https://laws.e-gov.go.jp/law/426M60000182002/20260401_508M60000082002,
府省令,平成二十六年農林水産省令第十五号,農地中間管理事業の推進に関する法律施行規則,のうちちゅうかんかんりじぎょうのすいしんにかんするほうりつしこうきそく,,平成二十六年二月二十八日,農地中間管理事業の推進に関する法律施行規則の一部を改正する省令,令和八年農林水産省令第二十七号,令和八年三月三十一日,令和八年四月一日,,426M60000200015,https://laws.e-gov.go.jp/law/426M60000200015/20260401_508M60000200027,
府省令,平成二十六年農林水産省令第二十号,農林水産省関係国家戦略特別区域法施行規則,のうりんすいさんしょうかんけいこっかせんりゃくとくべつくいきほうしこうきそく,,平成二十六年三月二十八日,農林水産省関係国家戦略特別区域法施行規則及び農地法施行規則の一部を改正する省令,令和五年農林水産省令第四十二号,令和五年八月二十五日,令和五年九月一日,,426M60000200020,https://laws.e-gov.go.jp/law/426M60000200020/20230901_505M60000200042,
府省令,平成二十六年農林水産省令第三十三号,農林漁業の健全な発展と調和のとれた再生可能エネルギー電気の発電の促進に関する法律施行規則,のうりんぎょぎょうのけんぜんなはってんとちょうわのとれたさいせいかのうえねるぎーでんきのはつでんのそくしんにかんするほうりつしこうきそく,,平成二十六年四月三十日,,平成二十八年農林水産省令第四号,平成二十八年一月二十八日,平成二十八年四月一日,,426M60000200033,https://laws.e-gov.go.jp/law/426M60000200033/20160401_428M60000200004,
府省令,平成二十六年農林水産省令第四十三号,内水面漁業の振興に関する法律施行規則,ないすいめんぎょぎょうのしんこうにかんするほうりつしこうきそく,,平成二十六年七月八日,内水面漁業の振興に関する法律施行規則の一部を改正する省令,令和五年農林水産省令第八号,令和五年二月十六日,令和五年四月一日,,426M60000200043,https://laws.e-gov.go.jp/law/426M60000200043/20230401_505M60000200008,
府省令,平成二十六年農林水産省令第五十九号,動物用医療機器及び動物用体外診断用医薬品の製造管理及び品質管理に係る業務を行う体制の基準に関する省令,どうぶつよういりょうききおよびどうぶつようたいがいしんだんよういやくひんのせいぞうかんりおよびひんしつかんりにかかるぎょうむをおこなうたいせいのきじゅんにかんするしょうれい,,平成二十六年十一月十八日,医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律等の一部を改正する法律の一部の施行に伴う農林水産省関係省令の整備等に関する省令,令和三年農林水産省令第四十五号,令和三年七月三十日,令和三年八月一日,,426M60000200059,https://laws.e-gov.go.jp/law/426M60000200059/20210801_503M60000200045,
府省令,平成二十六年農林水産省令第六十号,動物用再生医療等製品の安全性に関する非臨床試験の実施の基準に関する省令,どうぶつようさいせいいりょうとうせいひんのあんぜんせいにかんするひりんしょうしけんのじっしのきじゅんにかんするしょうれい,,平成二十六年十一月十八日,医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律等の一部を改正する法律の一部の施行に伴う農林水産省関係省令の整備等に関する省令,令和八年農林水産省令第二十号,令和八年三月二十六日,令和八年五月一日,,426M60000200060,https://laws.e-gov.go.jp/law/426M60000200060/20260501_508M60000200020,
府省令,平成二十六年農林水産省令第六十一号,動物用再生医療等製品の臨床試験の実施の基準に関する省令,どうぶつようさいせいいりょうとうせいひんのりんしょうしけんのじっしのきじゅんにかんするしょうれい,,平成二十六年十一月十八日,医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律等の一部を改正する法律の一部の施行に伴う農林水産省関係省令の整備等に関する省令,令和八年農林水産省令第二十号,令和八年三月二十六日,令和八年五月一日,,426M60000200061,https://laws.e-gov.go.jp/law/426M60000200061/20260501_508M60000200020,
府省令,平成二十六年農林水産省令第六十二号,動物用再生医療等製品の製造管理及び品質管理に関する省令,どうぶつようさいせいいりょうとうせいひんのせいぞうかんりおよびひんしつかんりにかんするしょうれい,,平成二十六年十一月十八日,ランピースキン病を家畜伝染病予防法第六十二条第一項の疾病の種類として指定する等の政令の施行に伴う関係省令の整備に関する省令,令和七年農林水産省令第三十二号,令和七年七月二十四日,令和七年七月二十八日,,426M60000200062,https://laws.e-gov.go.jp/law/426M60000200062/20250728_507M60000200032,
府省令,平成二十六年農林水産省令第六十三号,動物用再生医療等製品の製造販売後の調査及び試験の実施の基準に関する省令,どうぶつようさいせいいりょうとうせいひんのせいぞうはんばいごのちょうさおよびしけんのじっしのきじゅんにかんするしょうれい,,平成二十六年十一月十八日,医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律等の一部を改正する法律の一部の施行に伴う農林水産省関係省令の整備等に関する省令,令和八年農林水産省令第二十号,令和八年三月二十六日,令和八年五月一日,,426M60000200063,https://laws.e-gov.go.jp/law/426M60000200063/20260501_508M60000200020,
府省令,平成二十六年農林水産省令第六十四号,花きの振興に関する法律施行規則,かきのしんこうにかんするほうりつしこうきそく,,平成二十六年十一月二十七日,押印を求める手続等の見直しのための農林水産省関係省令の一部を改正する省令,令和二年農林水産省令第八十三号,令和二年十二月二十一日,令和二年十二月二十一日,,426M60000200064,https://laws.e-gov.go.jp/law/426M60000200064/20201221_502M60000200083,
府省令,平成二十六年農林水産省令第六十九号,関税暫定措置法施行令第三十二条第二項第八号の農林水産省令で定める方法を定める省令,かんぜいざんていそちほうしこうれいだいさんじゅうにじょうだいにこうだいさんごうののうりんすいさんしょうれいでさだめるほうほうをさだめるしょうれい,関税暫定措置法施行令第三十二条第二項第三号の農林水産省令で定める方法を定める省令,平成二十六年十二月十二日,関税暫定措置法施行令第三十二条第二項第三号の農林水産省令で定める方法を定める省令の一部を改正する省令,平成三十年農林水産省令第八十五号,平成三十年十二月二十八日,平成三十年十二月三十日,,426M60000200069,https://laws.e-gov.go.jp/law/426M60000200069/20181230_430M60000200085,
府省令,平成二十六年農林水産省令第七十号,農林水産省関係地域再生法施行規則,のうりんすいさんしょうかんけいちいきさいせいほうしこうきそく,,平成二十六年十二月十五日,土地改良法等の一部を改正する法律の施行に伴う関係省令の整備等に関する省令,令和七年農林水産省令第十六号,令和七年三月三十一日,令和七年四月一日,,426M60000200070,https://laws.e-gov.go.jp/law/426M60000200070/20250401_507M60000200016,
